인덱스,사이클_번호,충전_용량(Ah),방전_용량(Ah),누적_용량(Ah),충전_에너지(Wh),방전_에너지(Wh),누적_에너지(Wh),쿨롱_효율(%),에너지_효율(%),최대_전압(V),충전_최종전압(V),방전_최종전압(V),단위_충전_용량(Ah/g),단위_방전_용량(Ah/g)
132,132,0.0313694,0.03010579,1.547724224,0.048069282,0.04124493,3.946667622,95.97183854,85.80309295,1.60002594,1.60002594,0.699332886,0.0313694,0.03010579
133,133,0.031302297,0.02988948,1.549137042,0.047979,0.040938376,3.953708246,95.48653719,85.32561236,1.600178833,1.600178833,0.694593201,0.031302297,0.02988948
134,134,0.031173347,0.02981579,1.550494599,0.047754659,0.040858743,3.960604163,95.64513594,85.55969851,1.600178833,1.600178833,0.691229553,0.031173347,0.02981579
135,135,0.029991515,0.028926757,1.551559356,0.045952562,0.039575855,3.96698087,96.44980307,86.12328235,1.600178833,1.600178833,0.686489868,0.029991515,0.028926757
136,136,0.030865804,0.029180429,1.553244731,0.047321898,0.039957889,3.974344879,94.5396698,84.43847534,1.600790405,1.600790405,0.693828735,0.030865804,0.029180429
137,137,0.031392452,0.029647092,1.554990092,0.048127895,0.040607072,3.981865703,94.44018951,84.37325436,1.600331726,1.600331726,0.686948547,0.031392452,0.029647092
138,138,0.030209257,0.029050298,1.556149051,0.046311477,0.039751606,3.988425574,96.16356483,85.83532321,1.600178833,1.600178833,0.695510559,0.030209257,0.029050298
139,139,0.030985188,0.029483146,1.557651092,0.047502155,0.040382379,3.99554535,95.15238831,85.01167844,1.600484619,1.600484619,0.689700623,0.030985188,0.029483146
140,140,0.031064301,0.029409977,1.559305416,0.047603801,0.040298952,4.002850199,94.6745171,84.65490218,1.600178833,1.600178833,0.698262634,0.031064301,0.029409977
141,141,0.029772446,0.028837046,1.560240816,0.04564013,0.039468641,4.009021688,96.85817005,86.47793388,1.60002594,1.60002594,0.693522949,0.029772446,0.028837046
142,142,0.029593251,0.028542406,1.561291661,0.045366322,0.039055699,4.015332311,96.44903905,86.08963038,1.60002594,1.60002594,0.696275024,0.029593251,0.028542406
143,143,0.029214998,0.028025666,1.562480992,0.044783308,0.038337638,4.021777981,95.92903781,85.60698115,1.60002594,1.60002594,0.697803955,0.029214998,0.028025666
144,144,0.029502529,0.02850454,1.563478982,0.045230123,0.038987585,4.028020519,96.61727512,86.19827309,1.600484619,1.600484619,0.695357666,0.029502529,0.02850454
145,145,0.031119826,0.029282249,1.565316559,0.047680342,0.040103919,4.035596942,94.09515678,84.10996484,1.600484619,1.600484619,0.69505188,0.031119826,0.029282249
146,146,0.029464868,0.028028574,1.566752853,0.045130442,0.038345529,4.042381855,95.12540173,84.96599508,1.600178833,1.600178833,0.693828735,0.029464868,0.028028574
147,147,0.029090342,0.027960005,1.567883189,0.044564578,0.038243775,4.048702658,96.11439158,85.81653111,1.600178833,1.600178833,0.693828735,0.029090342,0.027960005
148,148,0.029708114,0.028248514,1.569342789,0.045549555,0.038656746,4.055595467,95.08686379,84.86745048,1.60002594,1.60002594,0.697651062,0.029708114,0.028248514
149,149,0.030184914,0.028565021,1.570962682,0.046273632,0.039117268,4.062751832,94.63343561,84.53468189,1.600331726,1.600331726,0.698262634,0.030184914,0.028565021
150,150,0.02956995,0.028220861,1.572311772,0.045360325,0.038608205,4.069503952,95.43763343,85.11448052,1.60002594,1.60002594,0.699332886,0.02956995,0.028220861
151,151,0.028973354,0.028043364,1.573241762,0.04440992,0.038382397,4.075531474,96.79018905,86.42753148,1.60002594,1.60002594,0.691994019,0.028973354,0.028043364
152,152,0.030261188,0.028736479,1.574766471,0.046397913,0.039360786,4.082568601,94.96150318,84.83309623,1.600637512,1.600637512,0.688477478,0.030261188,0.028736479
153,153,0.029988547,0.028590215,1.576164802,0.04597666,0.039169262,4.089375999,95.33711414,85.19379622,1.60002594,1.60002594,0.69703949,0.029988547,0.028590215
154,154,0.029805508,0.028399874,1.577570437,0.045712994,0.038914593,4.0961744,95.2839781,85.12807661,1.600178833,1.600178833,0.693828735,0.029805508,0.028399874
155,155,0.029001812,0.027972168,1.578600081,0.044474029,0.038295596,4.102352834,96.44972492,86.1077719,1.60002594,1.60002594,0.697192383,0.029001812,0.027972168
156,156,0.028230643,0.027038584,1.579792139,0.043281328,0.03698152,4.108652642,95.77742983,85.44451173,1.60002594,1.60002594,0.69856842,0.028230643,0.027038584
157,157,0.02897763,0.027733988,1.581035781,0.044469617,0.037944915,4.115177345,95.70826976,85.32772959,1.600331726,1.600331726,0.698415527,0.02897763,0.027733988
158,158,0.028718954,0.02753378,1.582220955,0.04401399,0.037672413,4.121518922,95.87319921,85.59190668,1.600178833,1.600178833,0.698415527,0.028718954,0.02753378
159,159,0.028220007,0.027112971,1.583327992,0.043270808,0.037058761,4.127730968,96.07712094,85.64379431,1.600178833,1.600178833,0.696733704,0.028220007,0.027112971
