인덱스,사이클_번호,충전_용량(Ah),방전_용량(Ah),누적_용량(Ah),충전_에너지(Wh),방전_에너지(Wh),누적_에너지(Wh),쿨롱_효율(%),에너지_효율(%),최대_전압(V),충전_최종전압(V),방전_최종전압(V),단위_충전_용량(Ah/g),단위_방전_용량(Ah/g)
27,27,0.086809098,0.075390528,1.003234648,0.127499835,0.105905124,1.71492376,86.84634484,83.06294973,1.60002594,1.60002594,0.695816345,0.086809098,0.075390528
28,28,0.084250024,0.073309153,1.014175518,0.123741402,0.102976665,1.735688497,87.0138073,83.21924877,1.600178833,1.600178833,0.696427917,0.084250024,0.073309153
29,29,0.08213196,0.071541333,1.024766145,0.120660789,0.100489056,1.75586023,87.10535277,83.28228008,1.60002594,1.60002594,0.69505188,0.08213196,0.071541333
30,30,0.079911501,0.069732921,1.034944725,0.117415756,0.097935162,1.775340823,87.26268481,83.40887585,1.60002594,1.60002594,0.696427917,0.079911501,0.069732921
31,31,0.078012161,0.068135221,1.044821664,0.114626731,0.095692356,1.794275198,87.3392305,83.48171123,1.60002594,1.60002594,0.69856842,0.078012161,0.068135221
32,32,0.076356894,0.066733569,1.054444989,0.112201383,0.093715668,1.812760912,87.39691412,83.5245218,1.60002594,1.60002594,0.696733704,0.076356894,0.066733569
33,33,0.07466546,0.065311244,1.063799205,0.109727439,0.091708602,1.83077975,87.47183018,83.57854896,1.60002594,1.60002594,0.697956848,0.07466546,0.065311244
34,34,0.073013626,0.063886855,1.072925976,0.107300011,0.089703202,1.848376558,87.499907,83.60036667,1.60002594,1.60002594,0.698262634,0.073013626,0.063886855
35,35,0.071765658,0.062904235,1.0817874,0.105481718,0.088317404,1.865540872,87.65227843,83.72768828,1.600178833,1.600178833,0.695816345,0.071765658,0.062904235
36,36,0.070494089,0.061771808,1.090509681,0.10361497,0.086726547,1.882429295,87.62693314,83.7007884,1.60002594,1.60002594,0.698721313,0.070494089,0.061771808
37,37,0.0691862,0.061115348,1.098580533,0.101698391,0.085771165,1.898356521,88.33459227,84.33876309,1.60002594,1.60002594,0.696733704,0.0691862,0.061115348
38,38,0.064965609,0.057675355,1.105870787,0.095410908,0.081016131,1.912751299,88.77828732,84.91285992,1.60002594,1.60002594,0.695510559,0.064965609,0.057675355
39,39,0.063773171,0.056886044,1.112757914,0.09375544,0.079965852,1.926540886,89.20058874,85.29196021,1.60002594,1.60002594,0.69703949,0.063773171,0.056886044
40,40,0.061616312,0.055078659,1.119295567,0.090648719,0.077454801,1.939734804,89.38973645,85.44500321,1.60002594,1.60002594,0.699179993,0.061616312,0.055078659
41,41,0.059730512,0.0537304,1.125295679,0.087913039,0.075561654,1.95208619,89.95469546,85.95045118,1.60002594,1.60002594,0.695357666,0.059730512,0.0537304
42,42,0.059037473,0.053174421,1.131158731,0.086952209,0.074804517,1.964233881,90.06893041,86.02946159,1.600178833,1.600178833,0.696580811,0.059037473,0.053174421
43,43,0.056804473,0.051226537,1.136736667,0.083643902,0.072043363,1.97583442,90.18046432,86.13104076,1.60002594,1.60002594,0.69505188,0.056804473,0.051226537
44,44,0.060002173,0.053551014,1.143187826,0.088541278,0.075333616,1.989042082,89.24845815,85.08304589,1.60002594,1.60002594,0.695969238,0.060002173,0.053551014
45,45,0.059720051,0.053381012,1.149526865,0.087957455,0.075049826,2.001949711,89.38540859,85.32514434,1.60002594,1.60002594,0.696427917,0.059720051,0.053381012
46,46,0.057481657,0.051263331,1.155745191,0.084632458,0.07201021,2.01457196,89.18206953,85.08580678,1.60002594,1.60002594,0.697345276,0.057481657,0.051263331
47,47,0.056212037,0.050107025,1.161850203,0.082771716,0.070356968,2.026986708,89.13931484,85.00121935,1.60002594,1.60002594,0.698874207,0.056212037,0.050107025
48,48,0.055521949,0.04943302,1.167939132,0.081740953,0.069397408,2.039330253,89.033294,84.89919055,1.60002594,1.60002594,0.699638672,0.055521949,0.04943302
49,49,0.055021118,0.048951568,1.174008682,0.081008663,0.068708992,2.051629924,88.96869024,84.81684478,1.600178833,1.600178833,0.697345276,0.055021118,0.048951568
50,50,0.054578534,0.048545718,1.180041499,0.080349975,0.068124726,2.063855173,88.94653943,84.78499968,1.60002594,1.60002594,0.697345276,0.054578534,0.048545718
51,51,0.054233201,0.048200312,1.186074388,0.079834967,0.067639404,2.076050737,88.87602233,84.72403266,1.60002594,1.60002594,0.699791565,0.054233201,0.048200312
52,52,0.053883598,0.04789491,1.192063077,0.079319128,0.067206337,2.088163528,88.88587827,84.72904153,1.60002594,1.60002594,0.696580811,0.053883598,0.04789491
53,53,0.053594634,0.047641676,1.198016035,0.07889046,0.066838679,2.100215309,88.89262184,84.72339879,1.60002594,1.60002594,0.697345276,0.053594634,0.047641676
54,54,0.053366488,0.047411992,1.203970531,0.078556891,0.066514736,2.112257463,88.84225738,84.67078536,1.60002594,1.60002594,0.696275024,0.053366488,0.047411992
55,55,0.053093502,0.047164065,1.209899968,0.078148312,0.066164989,2.124240786,88.83208485,84.66592249,1.60002594,1.60002594,0.697803955,0.053093502,0.047164065
56,56,0.052882721,0.04698807,1.215794619,0.077839514,0.065909365,2.136170935,88.85335135,84.67340305,1.60002594,1.60002594,0.697498169,0.052882721,0.04698807
57,57,0.052710958,0.046816155,1.221689422,0.077581764,0.065663786,2.148088913,88.81674117,84.63817079,1.600178833,1.600178833,0.69703949,0.052710958,0.046816155
58,58,0.052747721,0.046817998,1.227619145,0.0776501,0.065659991,2.160079022,88.75833299,84.55879708,1.60002594,1.60002594,0.696733704,0.052747721,0.046817998
59,59,0.049577321,0.044935264,1.232261203,0.072843452,0.063014356,2.169908118,90.6367318,86.50654854,1.600331726,1.600331726,0.698874207,0.049577321,0.044935264
60,60,0.049431154,0.04408702,1.237605336,0.072721087,0.061886144,2.180743062,89.188734,85.10068548,1.600178833,1.600178833,0.69856842,0.049431154,0.04408702
61,61,0.048640283,0.0438758,1.242369819,0.071592758,0.061603849,2.19073197,90.20465588,86.04759915,1.600178833,1.600178833,0.694746094,0.048640283,0.0438758
62,62,0.047889301,0.043256757,1.247002364,0.070506784,0.060729664,2.20050909,90.32655598,86.1330786,1.60002594,1.60002594,0.696733704,0.047889301,0.043256757
63,63,0.047177735,0.042682786,1.251497313,0.06947447,0.059930628,2.210052933,90.47230941,86.2628069,1.600178833,1.600178833,0.69703949,0.047177735,0.042682786
64,64,0.04653927,0.042141327,1.255895255,0.068547617,0.059163354,2.219437196,90.55003916,86.30986205,1.600178833,1.600178833,0.695510559,0.04653927,0.042141327
65,65,0.045906136,0.041545811,1.260255581,0.067624884,0.058330079,2.228732001,90.50165057,86.25534715,1.600178833,1.600178833,0.697651062,0.045906136,0.041545811
66,66,0.04517087,0.041007935,1.264418516,0.066574107,0.057564671,2.237741438,90.78402733,86.46705655,1.60002594,1.60002594,0.694746094,0.04517087,0.041007935
67,67,0.058811987,0.052274803,1.270955699,0.086840503,0.07368429,2.25089765,88.88460685,84.85014227,1.60002594,1.60002594,0.695357666,0.058811987,0.052274803
68,68,0.0468944,0.042137099,1.275712999,0.069122755,0.05911599,2.260904416,89.85529105,85.52319655,1.60002594,1.60002594,0.697956848,0.0468944,0.042137099
69,69,0.046260707,0.041500421,1.280473285,0.068187385,0.058204037,2.270887764,89.70987265,85.35895161,1.60002594,1.60002594,0.697803955,0.046260707,0.041500421
70,70,0.046046285,0.041326688,1.285192882,0.067855543,0.057943271,2.280800035,89.75031903,85.39209755,1.60002594,1.60002594,0.697956848,0.046046285,0.041326688
71,71,0.045410888,0.040748261,1.289855509,0.066906109,0.05711988,2.290586264,89.7323598,85.37319081,1.60002594,1.60002594,0.695510559,0.045410888,0.040748261
72,72,0.045411423,0.040768529,1.294498403,0.066897127,0.057148492,2.300334899,89.7759345,85.42742332,1.60002594,1.60002594,0.6990271,0.045411423,0.040768529
73,73,0.04535129,0.040691276,1.299158416,0.066820178,0.057030146,2.31012493,89.72462915,85.34869044,1.60002594,1.60002594,0.698874207,0.04535129,0.040691276
74,74,0.045354728,0.040691053,1.303822091,0.066823136,0.057021181,2.319926885,89.71733379,85.33149527,1.60002594,1.60002594,0.695357666,0.045354728,0.040691053
75,75,0.045315122,0.040615336,1.308521878,0.06675151,0.05691285,2.329765546,89.62865745,85.26076729,1.600178833,1.600178833,0.696122131,0.045315122,0.040615336
76,76,0.04523951,0.040557584,1.313203804,0.066626671,0.056827402,2.339564814,89.65080139,85.29227318,1.60002594,1.60002594,0.698109741,0.04523951,0.040557584
77,77,0.045256463,0.040555863,1.317904404,0.066654476,0.056818518,2.349400773,89.61341781,85.24336428,1.60002594,1.60002594,0.69505188,0.045256463,0.040555863
78,78,0.045104954,0.040403553,1.322605806,0.066414268,0.056602785,2.359212255,89.57675168,85.22684514,1.60002594,1.60002594,0.696733704,0.045104954,0.040403553
79,79,0.04510185,0.040405238,1.327302417,0.066410757,0.056604604,2.369018408,89.58665385,85.23408985,1.600331726,1.600331726,0.697651062,0.04510185,0.040405238
80,80,0.044931387,0.040249912,1.331983892,0.066157258,0.056378296,2.37879737,89.58083554,85.21861002,1.60002594,1.60002594,0.698109741,0.044931387,0.040249912
81,81,0.044873152,0.040210454,1.336646591,0.066056764,0.056319072,2.388535063,89.60915836,85.25859909,1.60002594,1.60002594,0.696733704,0.044873152,0.040210454
82,82,0.044914326,0.040230237,1.34133068,0.066109584,0.056349789,2.398294857,89.57105671,85.23694413,1.60002594,1.60002594,0.699179993,0.044914326,0.040230237
83,83,0.04548939,0.04070969,1.34611038,0.066977937,0.057029006,2.408243788,89.49271436,85.14595817,1.60002594,1.60002594,0.69856842,0.04548939,0.04070969
84,84,0.04695198,0.041962642,1.351099718,0.069144847,0.058812644,2.418575992,89.37353159,85.05716065,1.60002594,1.60002594,0.695357666,0.04695198,0.041962642
85,85,0.047721981,0.042616171,1.356205528,0.070292127,0.059747519,2.429120599,89.30092572,84.99887866,1.60002594,1.60002594,0.699638672,0.047721981,0.042616171
86,86,0.048067874,0.042905319,1.361368084,0.070794278,0.060169415,2.439745462,89.25986237,84.99191865,1.600178833,1.600178833,0.696275024,0.048067874,0.042905319
87,87,0.047700768,0.042615571,1.36645328,0.070251621,0.059752965,2.450244117,89.33938208,85.05563891,1.600178833,1.600178833,0.699791565,0.047700768,0.042615571
88,88,0.04780163,0.042658221,1.37159669,0.070397602,0.059831594,2.460810126,89.24009587,84.9909541,1.60002594,1.60002594,0.699791565,0.04780163,0.042658221
89,89,0.047087244,0.042079558,1.376604376,0.069366834,0.059003673,2.471173287,89.36508901,85.06035173,1.600178833,1.600178833,0.69856842,0.047087244,0.042079558
90,90,0.047144157,0.042097202,1.381651331,0.069447624,0.059032582,2.481588329,89.29463318,85.00302633,1.60002594,1.60002594,0.695510559,0.047144157,0.042097202
91,91,0.046798588,0.041808186,1.386641733,0.068941121,0.058624838,2.491904611,89.3364268,85.03609667,1.60002594,1.60002594,0.699332886,0.046798588,0.041808186
92,92,0.046605979,0.041615502,1.391632211,0.068654185,0.058353911,2.502204885,89.2921946,84.99687448,1.60002594,1.60002594,0.695204773,0.046605979,0.041615502
93,93,0.046430985,0.04147829,1.396584905,0.068406958,0.05816511,2.512446733,89.33321185,85.02806029,1.600178833,1.600178833,0.699485779,0.046430985,0.04147829
94,94,0.046275064,0.041238423,1.401621547,0.068184067,0.057829586,2.522801215,89.11586349,84.81392813,1.60002594,1.60002594,0.698721313,0.046275064,0.041238423
95,95,0.046238596,0.041081774,1.406778369,0.068130827,0.0575984,2.533333642,88.84736425,84.54087878,1.600178833,1.600178833,0.696580811,0.046238596,0.041081774
96,96,0.046080837,0.041058384,1.411800821,0.067919847,0.057569815,2.543683673,89.10077815,84.76140375,1.60002594,1.60002594,0.699485779,0.046080837,0.041058384
97,97,0.046100751,0.04109865,1.416802922,0.067963111,0.057621801,2.554024983,89.14963216,84.78393694,1.60002594,1.60002594,0.695357666,0.046100751,0.04109865
98,98,0.045898256,0.040957927,1.421743251,0.067646607,0.057430619,2.564240971,89.2363481,84.89800336,1.600331726,1.600331726,0.697345276,0.045898256,0.040957927
99,99,0.045901061,0.040909272,1.42673504,0.06765393,0.057369214,2.574525688,89.124894,84.79805017,1.60002594,1.60002594,0.698874207,0.045901061,0.040909272
100,100,0.045964172,0.040981371,1.43171784,0.067767599,0.057477441,2.584815846,89.15938213,84.81551897,1.60002594,1.60002594,0.695663452,0.045964172,0.040981371
101,101,0.045385893,0.040492395,1.436611338,0.066895359,0.056780192,2.594931014,89.21801985,84.87911908,1.60002594,1.60002594,0.698109741,0.045385893,0.040492395
102,102,0.045231427,0.040348064,1.441494701,0.06667107,0.056579574,2.60502251,89.20360675,84.86375521,1.60002594,1.60002594,0.696733704,0.045231427,0.040348064
103,103,0.044895162,0.040048943,1.446340919,0.066189768,0.056148604,2.615063675,89.20547694,84.82973297,1.60002594,1.60002594,0.695510559,0.044895162,0.040048943
104,104,0.044907154,0.040045761,1.451202313,0.066195265,0.056147791,2.625111149,89.1745686,84.82146063,1.600178833,1.600178833,0.6990271,0.044907154,0.040045761
105,105,0.044617662,0.039813737,1.456006238,0.065772162,0.055819481,2.635063829,89.2331314,84.8679438,1.60002594,1.60002594,0.695357666,0.044617662,0.039813737
106,106,0.04446812,0.039710227,1.460764131,0.065567677,0.055677538,2.644953968,89.30043944,84.91613675,1.60002594,1.60002594,0.695204773,0.04446812,0.039710227
107,107,0.044102865,0.039359734,1.465507263,0.065023593,0.055177271,2.65480029,89.24529797,84.85730855,1.60002594,1.60002594,0.699332886,0.044102865,0.039359734
108,108,0.044212767,0.039448711,1.470271319,0.06518285,0.055315803,2.664667337,89.2247038,84.86251088,1.60002594,1.60002594,0.695969238,0.044212767,0.039448711
109,109,0.043799034,0.039095218,1.474975135,0.064580856,0.054808522,2.674439671,89.2604582,84.86806341,1.60002594,1.60002594,0.699791565,0.043799034,0.039095218
110,110,0.043683122,0.038981998,1.479676258,0.064408926,0.05465482,2.684193778,89.23812428,84.85597099,1.60002594,1.60002594,0.698109741,0.043683122,0.038981998
111,111,0.043399435,0.038753569,1.484322124,0.064003007,0.054332552,2.693864233,89.29510073,84.890624,1.60002594,1.60002594,0.699638672,0.043399435,0.038753569
112,112,0.043259706,0.038603097,1.488978733,0.063799491,0.054123536,2.703540187,89.23569025,84.83380654,1.600178833,1.600178833,0.695510559,0.043259706,0.038603097
113,113,0.04324201,0.038582616,1.493638127,0.063779929,0.054096096,2.71322402,89.22484345,84.81680198,1.600178833,1.600178833,0.698874207,0.04324201,0.038582616
114,114,0.043124241,0.038498684,1.498263685,0.063604393,0.053971048,2.722857365,89.27388075,84.85427668,1.60002594,1.60002594,0.69703949,0.043124241,0.038498684
115,115,0.042626367,0.038062736,1.502827316,0.06287654,0.053350851,2.732383054,89.29387602,84.85016972,1.60002594,1.60002594,0.697803955,0.042626367,0.038062736
116,116,0.042439891,0.037920469,1.507346738,0.062588242,0.053140475,2.741830821,89.35100454,84.9048857,1.60002594,1.60002594,0.696275024,0.042439891,0.037920469
117,117,0.042312971,0.037792904,1.511866805,0.062404796,0.052964307,2.75127131,89.31753795,84.87217367,1.600178833,1.600178833,0.695663452,0.042312971,0.037792904
118,118,0.042587758,0.038021644,1.516432919,0.062816475,0.053291708,2.760796078,89.27834144,84.837151,1.60002594,1.60002594,0.695204773,0.042587758,0.038021644
119,119,0.042588579,0.037995008,1.52102649,0.062814017,0.053258874,2.770351221,89.21407879,84.78819851,1.600178833,1.600178833,0.699638672,0.042588579,0.037995008
120,120,0.042421404,0.037872089,1.525575805,0.062595878,0.053077925,2.779869175,89.27589688,84.79460006,1.60002594,1.60002594,0.699638672,0.042421404,0.037872089
121,121,0.041920503,0.037477074,1.530019234,0.061832892,0.052512158,2.789189909,89.40034476,84.92592954,1.600178833,1.600178833,0.695204773,0.041920503,0.037477074
122,122,0.041871323,0.037390021,1.534500536,0.061760006,0.052385467,2.798564447,89.29744359,84.82102012,1.60002594,1.60002594,0.698721313,0.041871323,0.037390021
123,123,0.042109672,0.037586657,1.539023552,0.062131058,0.052672202,2.808023303,89.25896244,84.77596223,1.600178833,1.600178833,0.695816345,0.042109672,0.037586657
124,124,0.043577927,0.038805671,1.543795808,0.064314008,0.054434573,2.817902738,89.04891325,84.6387515,1.60002594,1.60002594,0.696427917,0.043577927,0.038805671
125,125,0.043051563,0.038456415,1.548390956,0.063523688,0.05392546,2.827500965,89.326409,84.89031774,1.60002594,1.60002594,0.696733704,0.043051563,0.038456415
126,126,0.043351912,0.038629517,1.55311335,0.063983468,0.05418422,2.837300213,89.1068369,84.68471907,1.60002594,1.60002594,0.699485779,0.043351912,0.038629517
127,127,0.043348948,0.039622736,1.556839562,0.063999878,0.055561251,2.845738841,91.40414795,86.81461931,1.60002594,1.60002594,0.69703949,0.043348948,0.039622736
128,128,0.040789179,0.03699627,1.56063247,0.060240626,0.051848902,2.854130564,90.70118947,86.06966041,1.60002594,1.60002594,0.699179993,0.040789179,0.03699627
129,129,0.040793617,0.036867622,1.564558466,0.060288557,0.051702909,2.862716213,90.37595707,85.75907437,1.600178833,1.600178833,0.699179993,0.040793617,0.036867622
130,130,0.039740415,0.036104022,1.568194859,0.058771948,0.050629402,2.870858759,90.8496344,86.14552247,1.600331726,1.600331726,0.697956848,0.039740415,0.036104022
131,131,0.039071096,0.035616296,1.571649659,0.057799661,0.0499541,2.878704321,91.15765756,86.42628474,1.600178833,1.600178833,0.697345276,0.039071096,0.035616296
132,132,0.038052263,0.034763187,1.574938736,0.056320722,0.048741351,2.886283692,91.35642317,86.54248225,1.600178833,1.600178833,0.695663452,0.038052263,0.034763187
133,133,0.037471251,0.034299659,1.578110327,0.055483359,0.048098764,2.893668287,91.53593352,86.69043195,1.60002594,1.60002594,0.699791565,0.037471251,0.034299659
134,134,0.037094774,0.033948561,1.58125654,0.054931716,0.047610736,2.900989267,91.51844633,86.67258162,1.600331726,1.600331726,0.698874207,0.037094774,0.033948561
135,135,0.036725801,0.033473792,1.584508549,0.054404995,0.046933954,2.908460308,91.14516469,86.26773006,1.60002594,1.60002594,0.69856842,0.036725801,0.033473792
136,136,0.035448999,0.032604771,1.587352777,0.052511383,0.045709043,2.915262648,91.97656455,87.04597106,1.60002594,1.60002594,0.696427917,0.035448999,0.032604771
137,137,0.035023393,0.03219087,1.5901853,0.051902422,0.04512227,2.9220428,91.91248221,86.93673287,1.600331726,1.600331726,0.697345276,0.035023393,0.03219087
138,138,0.034892239,0.032020204,1.593057335,0.051714217,0.044897855,2.928859162,91.76884344,86.81917227,1.60002594,1.60002594,0.699332886,0.034892239,0.032020204
139,139,0.034620746,0.031784621,1.595893459,0.0513242,0.044571872,2.935611489,91.80802086,86.84377421,1.600178833,1.600178833,0.69856842,0.034620746,0.031784621
140,140,0.034063785,0.031304119,1.598653125,0.050506177,0.043889561,2.942228105,91.89853404,86.89939277,1.600331726,1.600331726,0.695357666,0.034063785,0.031304119
141,141,0.033409009,0.030762534,1.6012996,0.049534842,0.043113062,2.948649885,92.07855845,87.0358325,1.60002594,1.60002594,0.697192383,0.033409009,0.030762534
142,142,0.033025532,0.030374558,1.603950575,0.048970495,0.042561563,2.955058817,91.97295473,86.91266609,1.60002594,1.60002594,0.695816345,0.033025532,0.030374558
143,143,0.031850578,0.029362394,1.606438759,0.04722267,0.041121364,2.961160122,92.187947,87.07971147,1.60002594,1.60002594,0.699179993,0.031850578,0.029362394
144,144,0.03106718,0.028550366,1.608955572,0.046071599,0.039955209,2.967276512,91.89880359,86.72416356,1.600178833,1.600178833,0.697651062,0.03106718,0.028550366
145,145,0.030595248,0.028260859,1.611289961,0.045377967,0.039537195,2.973117285,92.37009247,87.12861529,1.60002594,1.60002594,0.697345276,0.030595248,0.028260859
146,146,0.030313884,0.027933117,1.613670728,0.044971572,0.03908205,2.979006808,92.14628204,86.90389904,1.600331726,1.600331726,0.697498169,0.030313884,0.027933117
147,147,0.029944642,0.027647281,1.615968089,0.044430423,0.038663246,2.984773984,92.32797284,87.01975697,1.60002594,1.60002594,0.69703949,0.029944642,0.027647281
148,148,0.028699331,0.026454233,1.618213187,0.042586451,0.036958679,2.990401756,92.17717568,86.78506542,1.60002594,1.60002594,0.699485779,0.028699331,0.026454233
149,149,0.028068835,0.025877945,1.620404078,0.041647474,0.036132728,2.995916502,92.19458015,86.75851087,1.60002594,1.60002594,0.698262634,0.028068835,0.025877945
150,150,0.02842196,0.026365137,1.622460901,0.042189677,0.036826554,3.001279625,92.76326057,87.28806841,1.60002594,1.60002594,0.699791565,0.02842196,0.026365137
151,151,0.028490625,0.026310049,1.624641477,0.042291907,0.036747237,3.006824294,92.34633908,86.88952605,1.600178833,1.600178833,0.695816345,0.028490625,0.026310049
152,152,0.028260074,0.02607658,1.626824972,0.041951571,0.036417427,3.012358439,92.27357057,86.80825418,1.60002594,1.60002594,0.696275024,0.028260074,0.02607658
153,153,0.028028822,0.025899407,1.628954387,0.041611802,0.036159331,3.01781091,92.40276544,86.89681592,1.600178833,1.600178833,0.698109741,0.028028822,0.025899407
154,154,0.027931467,0.025805223,1.631080631,0.041469237,0.036028671,3.023251475,92.38763831,86.8804782,1.60002594,1.60002594,0.695204773,0.027931467,0.025805223
155,155,0.027796388,0.025706596,1.633170424,0.04127597,0.035880948,3.028646498,92.48178372,86.92938765,1.60002594,1.60002594,0.69703949,0.027796388,0.025706596
156,156,0.027702409,0.025576297,1.635296535,0.041134581,0.03570256,3.034078519,92.32517418,86.79451455,1.600178833,1.600178833,0.696122131,0.027702409,0.025576297
157,157,0.027663949,0.025574648,1.637385836,0.041084947,0.035697381,3.039466084,92.44756801,86.88676482,1.60002594,1.60002594,0.694746094,0.027663949,0.025574648
158,158,0.027604849,0.025499179,1.639491506,0.04099855,0.035591897,3.044872736,92.37210139,86.81257719,1.60002594,1.60002594,0.696886597,0.027604849,0.025499179
159,159,0.027533225,0.025463588,1.641561143,0.040884603,0.035535787,3.050221552,92.48312874,86.91728535,1.60002594,1.60002594,0.698109741,0.027533225,0.025463588
160,160,0.027517357,0.025425093,1.643653408,0.040868154,0.035484831,3.055604876,92.39656471,86.82758393,1.60002594,1.60002594,0.696580811,0.027517357,0.025425093
161,161,0.027442099,0.025368267,1.64572724,0.040759973,0.035408423,3.060956426,92.44287958,86.87057407,1.60002594,1.60002594,0.699791565,0.027442099,0.025368267
162,162,0.027343964,0.025312279,1.647758925,0.040614099,0.035323155,3.066247371,92.56989743,86.97264098,1.600178833,1.600178833,0.694898987,0.027343964,0.025312279
163,163,0.027287156,0.02521555,1.649830531,0.040533128,0.035183871,3.071596628,92.40812587,86.80275318,1.60002594,1.60002594,0.695969238,0.027287156,0.02521555
164,164,0.027210682,0.025060444,1.651980769,0.040418849,0.034969032,3.077046445,92.09781701,86.51664435,1.600331726,1.600331726,0.693522949,0.027210682,0.025060444
165,165,0.026804476,0.024836987,1.653948258,0.039816652,0.03465125,3.082211847,92.65984947,87.02703006,1.60002594,1.60002594,0.694898987,0.026804476,0.024836987
166,166,0.027063866,0.025064023,1.655948101,0.04020477,0.034976755,3.087439862,92.61065212,86.99653083,1.60002594,1.60002594,0.69703949,0.027063866,0.025064023
167,167,0.027127186,0.025044362,1.658030925,0.040300818,0.034952405,3.092788275,92.3220067,86.728774,1.60002594,1.60002594,0.69703949,0.027127186,0.025044362
