인덱스,사이클_번호,충전_용량(Ah),방전_용량(Ah),누적_용량(Ah),충전_에너지(Wh),방전_에너지(Wh),누적_에너지(Wh),쿨롱_효율(%),에너지_효율(%),최대_전압(V),충전_최종전압(V),방전_최종전압(V),단위_충전_용량(Ah/g),단위_방전_용량(Ah/g)
128,128,0.041433997,0.040363241,0.188226469,0.062341431,0.049541709,1.789045305,97.4157546,79.46835341,1.600002441,1.600002441,0.69980957,0.041433997,0.040363241
129,129,0.041383281,0.040313872,0.189295878,0.062270635,0.049487796,1.801828144,97.41584347,79.47212374,1.600002441,1.600002441,0.699962769,0.041383281,0.040313872
130,130,0.04135268,0.040285913,0.190362644,0.062230757,0.049464132,1.814594769,97.42032113,79.48502356,1.600002441,1.600002441,0.69980957,0.04135268,0.040285913
131,131,0.041270026,0.040204645,0.191428025,0.062107118,0.04937269,1.827329197,97.41851089,79.49602424,1.600002441,1.600002441,0.69980957,0.041270026,0.040204645
132,132,0.04124349,0.040179358,0.192492157,0.062075248,0.049353013,1.840051432,97.41987873,79.50514055,1.600002441,1.600002441,0.699962769,0.04124349,0.040179358
133,133,0.041200751,0.040133874,0.193559034,0.062013291,0.049305866,1.852758857,97.41054154,79.50854627,1.600002441,1.600002441,0.699962769,0.041200751,0.040133874
134,134,0.041136718,0.040073931,0.19462182,0.061921312,0.049238252,1.865441917,97.41645273,79.51745607,1.600002441,1.600002441,0.69980957,0.041136718,0.040073931
135,135,0.041083382,0.040023294,0.195681909,0.061845355,0.049185362,1.87810191,97.41966609,79.52959755,1.600002441,1.600002441,0.69980957,0.041083382,0.040023294
136,136,0.041032864,0.039970046,0.196744727,0.061773496,0.049128624,1.890746783,97.40983687,79.53026263,1.600002441,1.600002441,0.69980957,0.041032864,0.039970046
137,137,0.040954307,0.039893165,0.197805869,0.0616574,0.049037679,1.903366503,97.40896103,79.5325127,1.600002441,1.600002441,0.699962769,0.040954307,0.039893165
138,138,0.040892732,0.039833333,0.198865267,0.061567975,0.048972199,1.915962279,97.40932399,79.5416758,1.600002441,1.600002441,0.699962769,0.040892732,0.039833333
139,139,0.040854072,0.039795837,0.199923502,0.061515378,0.048933342,1.928544315,97.40971955,79.54651872,1.600002441,1.600002441,0.69980957,0.040854072,0.039795837
140,140,0.040752815,0.039697059,0.200979258,0.061360579,0.048815828,1.941089066,97.40936681,79.55568373,1.600002441,1.600002441,0.699503174,0.040752815,0.039697059
141,141,0.040742256,0.039682356,0.202039158,0.061354595,0.048809734,1.953633927,97.39852333,79.55350991,1.600002441,1.600002441,0.699962769,0.040742256,0.039682356
142,142,0.040671573,0.039612811,0.20309792,0.061250162,0.048728889,1.9661552,97.39680165,79.55715962,1.600002441,1.600002441,0.69980957,0.040671573,0.039612811
143,143,0.040617643,0.03956582,0.204149743,0.061172036,0.048681357,1.978645879,97.41042754,79.58106391,1.600002441,1.600002441,0.69980957,0.040617643,0.03956582
144,144,0.040588258,0.039532638,0.205205363,0.061127523,0.048651924,1.991121479,97.3991993,79.59086308,1.600002441,1.600002441,0.699656372,0.040588258,0.039532638
145,145,0.040552252,0.039504536,0.206253079,0.061071216,0.048633666,2.003559029,97.41637968,79.6343504,1.600002441,1.600002441,0.699962769,0.040552252,0.039504536
146,146,0.040524279,0.039472693,0.207304665,0.061027784,0.04860865,2.015978164,97.40504755,79.65003191,1.600002441,1.600002441,0.699962769,0.040524279,0.039472693
147,147,0.040520299,0.039471424,0.20835354,0.061021524,0.048621011,2.028378677,97.41148289,79.67846023,1.600002441,1.600002441,0.699962769,0.040520299,0.039471424
148,148,0.040514808,0.039459454,0.209408893,0.06101429,0.048616567,2.0407764,97.39514138,79.68062319,1.600002441,1.600002441,0.699656372,0.040514808,0.039459454
149,149,0.040470745,0.039426131,0.210453506,0.06094866,0.048592235,2.053132826,97.41884385,79.72650203,1.600002441,1.600002441,0.699962769,0.040470745,0.039426131
150,150,0.040448218,0.039395332,0.211506393,0.060912226,0.048567613,2.065477439,97.39695316,79.73376761,1.600002441,1.600002441,0.69980957,0.040448218,0.039395332
151,151,0.040468304,0.039414008,0.212560689,0.060949692,0.048609108,2.077818023,97.39476009,79.75283611,1.600002441,1.600002441,0.69980957,0.040468304,0.039414008
152,152,0.04040434,0.039359473,0.213605556,0.060849568,0.048551881,2.09011571,97.4139734,79.79001828,1.600002441,1.600002441,0.699962769,0.04040434,0.039359473
153,153,0.040400368,0.039344793,0.214661131,0.060845985,0.04854414,2.102417555,97.38721423,79.78199331,1.600002441,1.600002441,0.699962769,0.040400368,0.039344793
154,154,0.040299129,0.039246244,0.215714016,0.060691586,0.0484264,2.114682741,97.38732543,79.79096202,1.600002441,1.600002441,0.699962769,0.040299129,0.039246244
155,155,0.040165403,0.039120093,0.216759326,0.060497981,0.048254156,2.126926565,97.39748713,79.76159825,1.600002441,1.600002441,0.699962769,0.040165403,0.039120093
156,156,0.040138239,0.039095847,0.217801718,0.060458932,0.048234662,2.139150836,97.40299423,79.7808692,1.600002441,1.600002441,0.699656372,0.040138239,0.039095847
157,157,0.040131417,0.039086819,0.218846315,0.060452124,0.048239263,2.151363697,97.39705894,79.79746485,1.600002441,1.600002441,0.699656372,0.040131417,0.039086819
158,158,0.040064132,0.03902344,0.219887007,0.060349595,0.048165716,2.163547576,97.40243483,79.81116703,1.600002441,1.600002441,0.699656372,0.040064132,0.03902344
159,159,0.040139891,0.039088717,0.220938182,0.060481545,0.048291801,2.175737321,97.38122269,79.8455141,1.600002441,1.600002441,0.69980957,0.040139891,0.039088717
160,160,0.04010272,0.039047566,0.221993335,0.060420395,0.048253432,2.187904284,97.36887304,79.86282002,1.600002441,1.600002441,0.699962769,0.04010272,0.039047566
161,161,0.040025616,0.038992381,0.22302657,0.060305542,0.04818983,2.200019996,97.41856716,79.90945525,1.600002441,1.600002441,0.69980957,0.040025616,0.038992381
